scenario,round,client_id,class,precision,recall,f1
Non-IID,334,16,5,0.9090909090909091,1.0,0.9523809523809523
Non-IID,334,16,6,1.0,0.7,0.8235294117647058
Non-IID,334,16,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,334,16,8,1.0,0.4,0.5714285714285715
Non-IID,334,16,9,0.75,0.9,0.8181818181818182
Non-IID,335,16,0,1.0,1.0,1.0
Non-IID,335,16,1,1.0,1.0,1.0
Non-IID,335,16,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,335,16,3,0.75,0.9,0.8181818181818182
Non-IID,335,16,4,0.75,0.9,0.8181818181818182
Non-IID,335,16,5,1.0,0.7,0.8235294117647058
Non-IID,335,16,6,0.9,0.9,0.9
Non-IID,335,16,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,335,16,8,1.0,0.8,0.888888888888889
Non-IID,335,16,9,1.0,0.6,0.7499999999999999
Non-IID,335,1,0,1.0,1.0,1.0
Non-IID,335,1,1,1.0,1.0,1.0
Non-IID,335,1,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,335,1,3,0.75,0.9,0.8181818181818182
Non-IID,335,1,4,0.75,0.9,0.8181818181818182
Non-IID,335,1,5,1.0,0.7,0.8235294117647058
Non-IID,335,1,6,0.9,0.9,0.9
Non-IID,335,1,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,335,1,8,1.0,0.8,0.888888888888889
Non-IID,335,1,9,1.0,0.6,0.7499999999999999
Non-IID,336,12,0,1.0,1.0,1.0
Non-IID,336,12,1,1.0,1.0,1.0
Non-IID,336,12,2,0.9,0.9,0.9
Non-IID,336,12,3,0.0,0.0,0.0
Non-IID,336,12,4,0.5882352941176471,1.0,0.7407407407407407
Non-IID,336,12,5,0.3125,1.0,0.47619047619047616
Non-IID,336,12,6,1.0,0.7,0.8235294117647058
Non-IID,336,12,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,336,12,8,0.0,0.0,0.0
Non-IID,336,12,9,0.0,0.0,0.0
Non-IID,336,19,0,1.0,1.0,1.0
Non-IID,336,19,1,1.0,1.0,1.0
Non-IID,336,19,2,0.9,0.9,0.9
Non-IID,336,19,3,0.0,0.0,0.0
Non-IID,336,19,4,0.5882352941176471,1.0,0.7407407407407407
Non-IID,336,19,5,0.3125,1.0,0.47619047619047616
Non-IID,336,19,6,1.0,0.7,0.8235294117647058
Non-IID,336,19,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,336,19,8,0.0,0.0,0.0
Non-IID,336,19,9,0.0,0.0,0.0
Non-IID,337,19,0,1.0,1.0,1.0
Non-IID,337,19,1,1.0,0.9,0.9473684210526316
Non-IID,337,19,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,337,19,3,0.6666666666666666,1.0,0.8
Non-IID,337,19,4,0.9,0.9,0.9
Non-IID,337,19,5,0.9,0.9,0.9
Non-IID,337,19,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,337,19,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,337,19,8,1.0,0.4,0.5714285714285715
Non-IID,337,19,9,1.0,0.8,0.888888888888889
Non-IID,337,18,0,1.0,1.0,1.0
Non-IID,337,18,1,1.0,0.9,0.9473684210526316
Non-IID,337,18,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,337,18,3,0.6666666666666666,1.0,0.8
Non-IID,337,18,4,0.9,0.9,0.9
Non-IID,337,18,5,0.9,0.9,0.9
Non-IID,337,18,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,337,18,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,337,18,8,1.0,0.4,0.5714285714285715
Non-IID,337,18,9,1.0,0.8,0.888888888888889
Non-IID,338,18,0,1.0,0.6,0.7499999999999999
Non-IID,338,18,1,1.0,1.0,1.0
Non-IID,338,18,2,0.625,1.0,0.7692307692307693
Non-IID,338,18,3,1.0,0.1,0.18181818181818182
Non-IID,338,18,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,338,18,5,0.45454545454545453,1.0,0.625
Non-IID,338,18,6,1.0,0.6,0.7499999999999999
Non-IID,338,18,7,0.625,1.0,0.7692307692307693
Non-IID,338,18,8,1.0,0.9,0.9473684210526316
Non-IID,338,18,9,1.0,0.2,0.33333333333333337
Non-IID,338,0,0,1.0,0.6,0.7499999999999999
Non-IID,338,0,1,1.0,1.0,1.0
Non-IID,338,0,2,0.625,1.0,0.7692307692307693
Non-IID,338,0,3,1.0,0.1,0.18181818181818182
Non-IID,338,0,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,338,0,5,0.45454545454545453,1.0,0.625
Non-IID,338,0,6,1.0,0.6,0.7499999999999999
Non-IID,338,0,7,0.625,1.0,0.7692307692307693
Non-IID,338,0,8,1.0,0.9,0.9473684210526316
Non-IID,338,0,9,1.0,0.2,0.33333333333333337
Non-IID,339,16,0,1.0,1.0,1.0
Non-IID,339,16,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,339,16,2,0.5555555555555556,1.0,0.7142857142857143
Non-IID,339,16,3,1.0,0.9,0.9473684210526316
Non-IID,339,16,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,339,16,5,1.0,0.9,0.9473684210526316
Non-IID,339,16,6,1.0,0.9,0.9473684210526316
Non-IID,339,16,7,1.0,1.0,1.0
Non-IID,339,16,8,1.0,0.4,0.5714285714285715
Non-IID,339,16,9,1.0,0.8,0.888888888888889
Non-IID,339,14,0,1.0,1.0,1.0
Non-IID,339,14,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,339,14,2,0.5555555555555556,1.0,0.7142857142857143
Non-IID,339,14,3,1.0,0.9,0.9473684210526316
Non-IID,339,14,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,339,14,5,1.0,0.9,0.9473684210526316
Non-IID,339,14,6,1.0,0.9,0.9473684210526316
Non-IID,339,14,7,1.0,1.0,1.0
Non-IID,339,14,8,1.0,0.4,0.5714285714285715
Non-IID,339,14,9,1.0,0.8,0.888888888888889
Non-IID,340,8,0,1.0,1.0,1.0
Non-IID,340,8,1,1.0,1.0,1.0
Non-IID,340,8,2,1.0,0.9,0.9473684210526316
Non-IID,340,8,3,1.0,0.6,0.7499999999999999
Non-IID,340,8,4,1.0,0.8,0.888888888888889
Non-IID,340,8,5,1.0,0.7,0.8235294117647058
Non-IID,340,8,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,340,8,7,0.6666666666666666,1.0,0.8
Non-IID,340,8,8,0.43478260869565216,1.0,0.6060606060606061
Non-IID,340,8,9,0.0,0.0,0.0
Non-IID,340,15,0,1.0,1.0,1.0
Non-IID,340,15,1,1.0,1.0,1.0
Non-IID,340,15,2,1.0,0.9,0.9473684210526316
Non-IID,340,15,3,1.0,0.6,0.7499999999999999
Non-IID,340,15,4,1.0,0.8,0.888888888888889
Non-IID,340,15,5,1.0,0.7,0.8235294117647058
Non-IID,340,15,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,340,15,7,0.6666666666666666,1.0,0.8
Non-IID,340,15,8,0.43478260869565216,1.0,0.6060606060606061
Non-IID,340,15,9,0.0,0.0,0.0
Non-IID,341,9,0,1.0,1.0,1.0
Non-IID,341,9,1,1.0,1.0,1.0
Non-IID,341,9,2,1.0,0.7,0.8235294117647058
Non-IID,341,9,3,1.0,0.1,0.18181818181818182
Non-IID,341,9,4,1.0,0.8,0.888888888888889
Non-IID,341,9,5,0.6428571428571429,0.9,0.75
Non-IID,341,9,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,341,9,7,1.0,0.8,0.888888888888889
Non-IID,341,9,8,0.47619047619047616,1.0,0.6451612903225806
Non-IID,341,9,9,0.8888888888888888,0.8,0.8421052631578948
Non-IID,341,10,0,1.0,1.0,1.0
Non-IID,341,10,1,1.0,1.0,1.0
Non-IID,341,10,2,1.0,0.7,0.8235294117647058
Non-IID,341,10,3,1.0,0.1,0.18181818181818182
Non-IID,341,10,4,1.0,0.8,0.888888888888889
Non-IID,341,10,5,0.6428571428571429,0.9,0.75
Non-IID,341,10,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,341,10,7,1.0,0.8,0.888888888888889
Non-IID,341,10,8,0.47619047619047616,1.0,0.6451612903225806
Non-IID,341,10,9,0.8888888888888888,0.8,0.8421052631578948
Non-IID,342,6,0,1.0,1.0,1.0
Non-IID,342,6,1,1.0,1.0,1.0
Non-IID,342,6,2,0.9,0.9,0.9
Non-IID,342,6,3,1.0,0.4,0.5714285714285715
Non-IID,342,6,4,0.6923076923076923,0.9,0.7826086956521738
Non-IID,342,6,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,342,6,6,0.7142857142857143,1.0,0.8333333333333333
Non-IID,342,6,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,342,6,8,1.0,0.7,0.8235294117647058
Non-IID,342,6,9,1.0,0.5,0.6666666666666666
Non-IID,342,3,0,1.0,1.0,1.0
Non-IID,342,3,1,1.0,1.0,1.0
Non-IID,342,3,2,0.9,0.9,0.9
Non-IID,342,3,3,1.0,0.4,0.5714285714285715
Non-IID,342,3,4,0.6923076923076923,0.9,0.7826086956521738
Non-IID,342,3,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,342,3,6,0.7142857142857143,1.0,0.8333333333333333
Non-IID,342,3,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,342,3,8,1.0,0.7,0.8235294117647058
Non-IID,342,3,9,1.0,0.5,0.6666666666666666
Non-IID,343,11,0,1.0,0.7,0.8235294117647058
Non-IID,343,11,1,1.0,1.0,1.0
Non-IID,343,11,2,0.625,1.0,0.7692307692307693
Non-IID,343,11,3,0.0,0.0,0.0
Non-IID,343,11,4,0.9090909090909091,1.0,0.9523809523809523
Non-IID,343,11,5,0.43478260869565216,1.0,0.6060606060606061
Non-IID,343,11,6,1.0,0.6,0.7499999999999999
Non-IID,343,11,7,0.625,1.0,0.7692307692307693
Non-IID,343,11,8,1.0,0.9,0.9473684210526316
Non-IID,343,11,9,1.0,0.2,0.33333333333333337
Non-IID,343,17,0,1.0,0.7,0.8235294117647058
Non-IID,343,17,1,1.0,1.0,1.0
Non-IID,343,17,2,0.625,1.0,0.7692307692307693
Non-IID,343,17,3,0.0,0.0,0.0
Non-IID,343,17,4,0.9090909090909091,1.0,0.9523809523809523
Non-IID,343,17,5,0.43478260869565216,1.0,0.6060606060606061
Non-IID,343,17,6,1.0,0.6,0.7499999999999999
Non-IID,343,17,7,0.625,1.0,0.7692307692307693
Non-IID,343,17,8,1.0,0.9,0.9473684210526316
Non-IID,343,17,9,1.0,0.2,0.33333333333333337
Non-IID,344,7,0,1.0,0.8,0.888888888888889
Non-IID,344,7,1,1.0,1.0,1.0
Non-IID,344,7,2,0.8333333333333334,1.0,0.9090909090909091
Non-IID,344,7,3,0.8181818181818182,0.9,0.8571428571428572
Non-IID,344,7,4,0.9090909090909091,1.0,0.9523809523809523
Non-IID,344,7,5,1.0,0.9,0.9473684210526316
Non-IID,344,7,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,344,7,7,1.0,1.0,1.0
Non-IID,344,7,8,1.0,0.3,0.4615384615384615
Non-IID,344,7,9,0.6666666666666666,1.0,0.8
Non-IID,344,10,0,1.0,0.8,0.888888888888889
Non-IID,344,10,1,1.0,1.0,1.0
Non-IID,344,10,2,0.8333333333333334,1.0,0.9090909090909091
Non-IID,344,10,3,0.8181818181818182,0.9,0.8571428571428572
Non-IID,344,10,4,0.9090909090909091,1.0,0.9523809523809523
Non-IID,344,10,5,1.0,0.9,0.9473684210526316
Non-IID,344,10,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,344,10,7,1.0,1.0,1.0
Non-IID,344,10,8,1.0,0.3,0.4615384615384615
Non-IID,344,10,9,0.6666666666666666,1.0,0.8
Non-IID,345,8,0,1.0,1.0,1.0
Non-IID,345,8,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,345,8,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,345,8,3,1.0,0.3,0.4615384615384615
Non-IID,345,8,4,1.0,0.8,0.888888888888889
Non-IID,345,8,5,0.9,0.9,0.9
Non-IID,345,8,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,345,8,7,1.0,1.0,1.0
Non-IID,345,8,8,0.5555555555555556,1.0,0.7142857142857143
Non-IID,345,8,9,1.0,0.7,0.8235294117647058
Non-IID,345,17,0,1.0,1.0,1.0
Non-IID,345,17,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,345,17,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,345,17,3,1.0,0.3,0.4615384615384615
Non-IID,345,17,4,1.0,0.8,0.888888888888889
Non-IID,345,17,5,0.9,0.9,0.9
Non-IID,345,17,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,345,17,7,1.0,1.0,1.0
Non-IID,345,17,8,0.5555555555555556,1.0,0.7142857142857143
Non-IID,345,17,9,1.0,0.7,0.8235294117647058
Non-IID,346,14,0,1.0,1.0,1.0
Non-IID,346,14,1,1.0,1.0,1.0
Non-IID,346,14,2,1.0,1.0,1.0
Non-IID,346,14,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,346,14,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,346,14,5,1.0,0.9,0.9473684210526316
Non-IID,346,14,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,346,14,7,1.0,1.0,1.0
Non-IID,346,14,8,1.0,0.9,0.9473684210526316
Non-IID,346,14,9,1.0,0.8,0.888888888888889
Non-IID,346,6,0,1.0,1.0,1.0
Non-IID,346,6,1,1.0,1.0,1.0
Non-IID,346,6,2,1.0,1.0,1.0
Non-IID,346,6,3,0.9090909090909091,1.0,0.9523809523809523
Non-IID,346,6,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,346,6,5,1.0,0.9,0.9473684210526316
Non-IID,346,6,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,346,6,7,1.0,1.0,1.0
Non-IID,346,6,8,1.0,0.9,0.9473684210526316
Non-IID,346,6,9,1.0,0.8,0.888888888888889
Non-IID,347,4,0,1.0,1.0,1.0
Non-IID,347,4,1,1.0,1.0,1.0
Non-IID,347,4,2,1.0,0.8,0.888888888888889
Non-IID,347,4,3,1.0,0.5,0.6666666666666666
Non-IID,347,4,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,347,4,5,1.0,0.8,0.888888888888889
Non-IID,347,4,6,0.7692307692307693,1.0,0.8695652173913044
Non-IID,347,4,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,347,4,8,1.0,0.4,0.5714285714285715
Non-IID,347,4,9,0.5882352941176471,1.0,0.7407407407407407
Non-IID,347,19,0,1.0,1.0,1.0
Non-IID,347,19,1,1.0,1.0,1.0
Non-IID,347,19,2,1.0,0.8,0.888888888888889
Non-IID,347,19,3,1.0,0.5,0.6666666666666666
Non-IID,347,19,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,347,19,5,1.0,0.8,0.888888888888889
Non-IID,347,19,6,0.7692307692307693,1.0,0.8695652173913044
Non-IID,347,19,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,347,19,8,1.0,0.4,0.5714285714285715
Non-IID,347,19,9,0.5882352941176471,1.0,0.7407407407407407
Non-IID,348,18,0,1.0,1.0,1.0
Non-IID,348,18,1,1.0,1.0,1.0
Non-IID,348,18,2,1.0,1.0,1.0
Non-IID,348,18,3,1.0,1.0,1.0
Non-IID,348,18,4,0.9090909090909091,1.0,0.9523809523809523
Non-IID,348,18,5,1.0,0.9,0.9473684210526316
Non-IID,348,18,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,348,18,7,1.0,1.0,1.0
Non-IID,348,18,8,1.0,1.0,1.0
Non-IID,348,18,9,1.0,0.9,0.9473684210526316
Non-IID,348,13,0,1.0,1.0,1.0
Non-IID,348,13,1,1.0,1.0,1.0
Non-IID,348,13,2,1.0,1.0,1.0
Non-IID,348,13,3,1.0,1.0,1.0
Non-IID,348,13,4,0.9090909090909091,1.0,0.9523809523809523
Non-IID,348,13,5,1.0,0.9,0.9473684210526316
Non-IID,348,13,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,348,13,7,1.0,1.0,1.0
Non-IID,348,13,8,1.0,1.0,1.0
Non-IID,348,13,9,1.0,0.9,0.9473684210526316
Non-IID,349,6,0,1.0,0.9,0.9473684210526316
Non-IID,349,6,1,1.0,1.0,1.0
Non-IID,349,6,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,349,6,3,1.0,0.9,0.9473684210526316
Non-IID,349,6,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,349,6,5,1.0,0.9,0.9473684210526316
Non-IID,349,6,6,1.0,0.9,0.9473684210526316
Non-IID,349,6,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,349,6,8,1.0,1.0,1.0
Non-IID,349,6,9,1.0,0.6,0.7499999999999999
Non-IID,349,3,0,1.0,0.9,0.9473684210526316
Non-IID,349,3,1,1.0,1.0,1.0
Non-IID,349,3,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,349,3,3,1.0,0.9,0.9473684210526316
Non-IID,349,3,4,0.8333333333333334,1.0,0.9090909090909091
Non-IID,349,3,5,1.0,0.9,0.9473684210526316
Non-IID,349,3,6,1.0,0.9,0.9473684210526316
Non-IID,349,3,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,349,3,8,1.0,1.0,1.0
Non-IID,349,3,9,1.0,0.6,0.7499999999999999
Non-IID,350,0,0,1.0,1.0,1.0
Non-IID,350,0,1,1.0,1.0,1.0
Non-IID,350,0,2,1.0,0.8,0.888888888888889
Non-IID,350,0,3,1.0,0.9,0.9473684210526316
Non-IID,350,0,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,350,0,5,0.9,0.9,0.9
Non-IID,350,0,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,350,0,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,350,0,8,1.0,1.0,1.0
Non-IID,350,0,9,1.0,0.4,0.5714285714285715
Non-IID,350,16,0,1.0,1.0,1.0
Non-IID,350,16,1,1.0,1.0,1.0
Non-IID,350,16,2,1.0,0.8,0.888888888888889
Non-IID,350,16,3,1.0,0.9,0.9473684210526316
Non-IID,350,16,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,350,16,5,0.9,0.9,0.9
Non-IID,350,16,6,0.9090909090909091,1.0,0.9523809523809523
Non-IID,350,16,7,0.7142857142857143,1.0,0.8333333333333333
Non-IID,350,16,8,1.0,1.0,1.0
Non-IID,350,16,9,1.0,0.4,0.5714285714285715
Non-IID,351,3,0,1.0,0.7,0.8235294117647058
Non-IID,351,3,1,1.0,1.0,1.0
Non-IID,351,3,2,0.43478260869565216,1.0,0.6060606060606061
Non-IID,351,3,3,1.0,0.7,0.8235294117647058
Non-IID,351,3,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,351,3,5,0.9,0.9,0.9
Non-IID,351,3,6,1.0,0.9,0.9473684210526316
Non-IID,351,3,7,1.0,1.0,1.0
Non-IID,351,3,8,1.0,0.3,0.4615384615384615
Non-IID,351,3,9,1.0,0.7,0.8235294117647058
Non-IID,351,6,0,1.0,0.7,0.8235294117647058
Non-IID,351,6,1,1.0,1.0,1.0
Non-IID,351,6,2,0.43478260869565216,1.0,0.6060606060606061
Non-IID,351,6,3,1.0,0.7,0.8235294117647058
Non-IID,351,6,4,0.7142857142857143,1.0,0.8333333333333333
Non-IID,351,6,5,0.9,0.9,0.9
Non-IID,351,6,6,1.0,0.9,0.9473684210526316
Non-IID,351,6,7,1.0,1.0,1.0
Non-IID,351,6,8,1.0,0.3,0.4615384615384615
Non-IID,351,6,9,1.0,0.7,0.8235294117647058
Non-IID,352,14,0,1.0,1.0,1.0
Non-IID,352,14,1,1.0,1.0,1.0
Non-IID,352,14,2,1.0,1.0,1.0
Non-IID,352,14,3,1.0,0.3,0.4615384615384615
Non-IID,352,14,4,1.0,0.8,0.888888888888889
Non-IID,352,14,5,0.75,0.9,0.8181818181818182
Non-IID,352,14,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,352,14,7,1.0,1.0,1.0
Non-IID,352,14,8,0.5555555555555556,1.0,0.7142857142857143
Non-IID,352,14,9,1.0,0.7,0.8235294117647058
Non-IID,352,13,0,1.0,1.0,1.0
Non-IID,352,13,1,1.0,1.0,1.0
Non-IID,352,13,2,1.0,1.0,1.0
Non-IID,352,13,3,1.0,0.3,0.4615384615384615
Non-IID,352,13,4,1.0,0.8,0.888888888888889
Non-IID,352,13,5,0.75,0.9,0.8181818181818182
Non-IID,352,13,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,352,13,7,1.0,1.0,1.0
Non-IID,352,13,8,0.5555555555555556,1.0,0.7142857142857143
Non-IID,352,13,9,1.0,0.7,0.8235294117647058
Non-IID,353,18,0,1.0,1.0,1.0
Non-IID,353,18,1,1.0,1.0,1.0
Non-IID,353,18,2,0.7692307692307693,1.0,0.8695652173913044
Non-IID,353,18,3,1.0,0.1,0.18181818181818182
Non-IID,353,18,4,1.0,1.0,1.0
Non-IID,353,18,5,0.6428571428571429,0.9,0.75
Non-IID,353,18,6,1.0,0.9,0.9473684210526316
Non-IID,353,18,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,353,18,8,0.6666666666666666,1.0,0.8
Non-IID,353,18,9,1.0,0.5,0.6666666666666666
Non-IID,353,19,0,1.0,1.0,1.0
Non-IID,353,19,1,1.0,1.0,1.0
Non-IID,353,19,2,0.7692307692307693,1.0,0.8695652173913044
Non-IID,353,19,3,1.0,0.1,0.18181818181818182
Non-IID,353,19,4,1.0,1.0,1.0
Non-IID,353,19,5,0.6428571428571429,0.9,0.75
Non-IID,353,19,6,1.0,0.9,0.9473684210526316
Non-IID,353,19,7,0.7692307692307693,1.0,0.8695652173913044
Non-IID,353,19,8,0.6666666666666666,1.0,0.8
Non-IID,353,19,9,1.0,0.5,0.6666666666666666
Non-IID,354,18,0,0.8333333333333334,1.0,0.9090909090909091
Non-IID,354,18,1,1.0,1.0,1.0
Non-IID,354,18,2,1.0,0.6,0.7499999999999999
Non-IID,354,18,3,0.9,0.9,0.9
Non-IID,354,18,4,1.0,0.4,0.5714285714285715
Non-IID,354,18,5,0.9,0.9,0.9
Non-IID,354,18,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,354,18,7,1.0,0.7,0.8235294117647058
Non-IID,354,18,8,1.0,1.0,1.0
Non-IID,354,18,9,0.5263157894736842,1.0,0.6896551724137931
Non-IID,354,4,0,0.8333333333333334,1.0,0.9090909090909091
Non-IID,354,4,1,1.0,1.0,1.0
Non-IID,354,4,2,1.0,0.6,0.7499999999999999
Non-IID,354,4,3,0.9,0.9,0.9
Non-IID,354,4,4,1.0,0.4,0.5714285714285715
Non-IID,354,4,5,0.9,0.9,0.9
Non-IID,354,4,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,354,4,7,1.0,0.7,0.8235294117647058
Non-IID,354,4,8,1.0,1.0,1.0
Non-IID,354,4,9,0.5263157894736842,1.0,0.6896551724137931
Non-IID,355,8,0,1.0,1.0,1.0
Non-IID,355,8,1,1.0,1.0,1.0
Non-IID,355,8,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,355,8,3,1.0,0.8,0.888888888888889
Non-IID,355,8,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,355,8,5,1.0,0.9,0.9473684210526316
Non-IID,355,8,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,355,8,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,355,8,8,1.0,0.9,0.9473684210526316
Non-IID,355,8,9,1.0,0.7,0.8235294117647058
Non-IID,355,10,0,1.0,1.0,1.0
Non-IID,355,10,1,1.0,1.0,1.0
Non-IID,355,10,2,0.7142857142857143,1.0,0.8333333333333333
Non-IID,355,10,3,1.0,0.8,0.888888888888889
Non-IID,355,10,4,0.8181818181818182,0.9,0.8571428571428572
Non-IID,355,10,5,1.0,0.9,0.9473684210526316
Non-IID,355,10,6,0.8181818181818182,0.9,0.8571428571428572
Non-IID,355,10,7,0.9090909090909091,1.0,0.9523809523809523
Non-IID,355,10,8,1.0,0.9,0.9473684210526316
Non-IID,355,10,9,1.0,0.7,0.8235294117647058
Non-IID,356,0,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,356,0,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,356,0,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,356,0,3,1.0,0.4,0.5714285714285715
Non-IID,356,0,4,1.0,0.9,0.9473684210526316
Non-IID,356,0,5,0.8888888888888888,0.8,0.8421052631578948
Non-IID,356,0,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,356,0,7,1.0,1.0,1.0
Non-IID,356,0,8,0.7692307692307693,1.0,0.8695652173913044
Non-IID,356,0,9,1.0,1.0,1.0
Non-IID,356,11,0,0.9090909090909091,1.0,0.9523809523809523
Non-IID,356,11,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,356,11,2,0.9090909090909091,1.0,0.9523809523809523
Non-IID,356,11,3,1.0,0.4,0.5714285714285715
Non-IID,356,11,4,1.0,0.9,0.9473684210526316
Non-IID,356,11,5,0.8888888888888888,0.8,0.8421052631578948
Non-IID,356,11,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,356,11,7,1.0,1.0,1.0
Non-IID,356,11,8,0.7692307692307693,1.0,0.8695652173913044
Non-IID,356,11,9,1.0,1.0,1.0
Non-IID,357,12,0,1.0,1.0,1.0
Non-IID,357,12,1,1.0,1.0,1.0
Non-IID,357,12,2,1.0,0.9,0.9473684210526316
Non-IID,357,12,3,1.0,0.1,0.18181818181818182
Non-IID,357,12,4,1.0,0.7,0.8235294117647058
Non-IID,357,12,5,0.875,0.7,0.7777777777777777
Non-IID,357,12,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,357,12,7,1.0,0.9,0.9473684210526316
Non-IID,357,12,8,0.37037037037037035,1.0,0.5405405405405406
Non-IID,357,12,9,1.0,0.7,0.8235294117647058
Non-IID,357,0,0,1.0,1.0,1.0
Non-IID,357,0,1,1.0,1.0,1.0
Non-IID,357,0,2,1.0,0.9,0.9473684210526316
Non-IID,357,0,3,1.0,0.1,0.18181818181818182
Non-IID,357,0,4,1.0,0.7,0.8235294117647058
Non-IID,357,0,5,0.875,0.7,0.7777777777777777
Non-IID,357,0,6,0.8333333333333334,1.0,0.9090909090909091
Non-IID,357,0,7,1.0,0.9,0.9473684210526316
Non-IID,357,0,8,0.37037037037037035,1.0,0.5405405405405406
Non-IID,357,0,9,1.0,0.7,0.8235294117647058
Non-IID,358,3,0,1.0,1.0,1.0
Non-IID,358,3,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,358,3,2,0.7692307692307693,1.0,0.8695652173913044
Non-IID,358,3,3,1.0,0.1,0.18181818181818182
Non-IID,358,3,4,1.0,0.9,0.9473684210526316
Non-IID,358,3,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,358,3,6,0.7692307692307693,1.0,0.8695652173913044
Non-IID,358,3,7,0.8333333333333334,1.0,0.9090909090909091
Non-IID,358,3,8,0.75,0.9,0.8181818181818182
Non-IID,358,3,9,1.0,0.6,0.7499999999999999
Non-IID,358,17,0,1.0,1.0,1.0
Non-IID,358,17,1,0.9090909090909091,1.0,0.9523809523809523
Non-IID,358,17,2,0.7692307692307693,1.0,0.8695652173913044
Non-IID,358,17,3,1.0,0.1,0.18181818181818182
Non-IID,358,17,4,1.0,0.9,0.9473684210526316
Non-IID,358,17,5,0.6923076923076923,0.9,0.7826086956521738
Non-IID,358,17,6,0.7692307692307693,1.0,0.8695652173913044
